timestamp,timestamp_unix,d_5-4,dt_5-4,d_5-6,dt_5-6,d_6-0,dt_6-0,d_6-3,dt_6-3
2023-04-11 23:09:12.673211,1681254552,167,146,124,107,40,27,0,0
2023-04-11 23:39:12.673211,1681256352,167,173,124,97,40,25,0,0
2023-04-12 00:09:12.673211,1681258152,167,161,124,94,40,34,0,0
2023-04-12 00:39:12.673211,1681259952,167,167,124,92,40,24,0,0
2023-04-12 01:09:12.673211,1681261752,167,174,124,94,40,24,0,0
2023-04-12 01:39:12.673211,1681263552,167,159,124,97,40,38,0,0
2023-04-12 02:09:12.673211,1681265352,167,129,124,100,40,53,0,0
2023-04-12 02:39:12.673211,1681267152,167,131,124,100,40,35,0,0
2023-04-12 03:09:12.673211,1681268952,167,140,124,91,40,34,0,0
2023-04-12 03:39:12.673211,1681270752,167,114,124,89,40,34,0,0
2023-04-12 04:09:12.673211,1681272552,167,117,124,94,40,33,0,0
2023-04-12 04:39:12.673211,1681274352,167,133,124,101,40,35,0,0
2023-04-12 05:09:12.673211,1681276152,167,151,124,115,40,35,0,0
2023-04-12 05:39:12.673211,1681277952,167,177,124,126,40,39,0,0
2023-04-12 06:09:12.673211,1681279752,167,196,124,134,40,43,0,0
2023-04-12 06:39:12.673211,1681281552,167,198,124,133,40,42,0,0
2023-04-12 07:09:12.673211,1681283352,167,181,124,119,40,40,0,0
2023-04-12 07:39:12.673211,1681285152,167,172,124,117,40,44,0,0
2023-04-12 08:09:12.673211,1681286952,167,173,124,127,40,47,0,0
2023-04-12 08:39:12.673211,1681288752,167,174,124,122,40,44,0,0
2023-04-12 09:09:12.673211,1681290552,167,169,124,120,40,46,0,0
2023-04-12 09:39:12.673211,1681292352,167,175,124,135,40,47,0,0
2023-04-12 10:09:12.673211,1681294152,167,169,124,127,40,46,0,0
2023-04-12 10:39:12.673211,1681295952,167,173,124,130,40,45,0,0
2023-04-12 11:09:12.673211,1681297752,167,189,124,126,40,44,0,0
2023-04-12 11:39:12.673211,1681299552,167,171,124,132,40,48,0,0
2023-04-12 12:09:12.673211,1681301352,167,162,124,130,40,41,0,0
2023-04-12 12:39:12.673211,1681303152,167,168,124,134,40,38,0,0
2023-04-12 13:09:12.673211,1681304952,167,175,124,133,40,41,0,0
2023-04-12 13:39:12.673211,1681306752,167,183,124,128,40,41,0,0
2023-04-12 14:09:12.673211,1681308552,167,205,124,133,40,42,0,0
2023-04-12 14:39:12.673211,1681310352,167,213,124,135,40,42,0,0
2023-04-12 15:09:12.673211,1681312152,167,188,124,139,40,42,0,0
2023-04-12 15:39:12.673211,1681313952,167,184,124,141,40,43,0,0
2023-04-12 16:09:12.673211,1681315752,167,194,124,147,40,45,0,0
2023-04-12 16:39:12.673211,1681317552,167,203,124,141,40,43,0,0
2023-04-12 17:09:12.673211,1681319352,167,188,124,131,40,47,0,0
2023-04-12 17:39:12.673211,1681321152,167,196,124,126,40,43,0,0
2023-04-12 18:09:12.673211,1681322952,167,202,124,123,40,40,0,0
2023-04-12 18:39:12.673211,1681324752,167,170,124,119,40,37,0,0
2023-04-12 19:09:12.673211,1681326552,167,154,124,118,40,36,0,0
2023-04-12 19:39:12.673211,1681328352,167,173,124,116,40,44,0,0
2023-04-12 20:09:12.673211,1681330152,167,178,124,115,40,33,0,0
2023-04-12 20:39:12.673211,1681331952,167,197,124,115,40,31,0,0
2023-04-12 21:09:12.673211,1681333752,167,160,124,116,40,31,0,0
2023-04-12 21:39:12.673211,1681335552,167,148,124,115,40,30,0,0
